Result,Support,Confidence,lift
"'olive oil', 'frozen vegetables', 'milk'",0.004799360085321957,0.20338983050847456,3.088314005352364
"'soup', 'frozen vegetables', 'milk'",0.003999466737768298,0.5,3.858539094650206
"'tomatoes', 'frozen vegetables', 'milk'",0.0041327822956939075,0.29523809523809524,3.0973160173160172
"'shrimp', 'frozen vegetables', 'mineral water'",0.007199040127982935,0.30508474576271183,3.200616332819722
"'spaghetti', 'olive oil', 'frozen vegetables'",0.005732568990801226,0.20574162679425836,3.1240241752707125
"'shrimp', 'spaghetti', 'frozen vegetables'",0.005999200106652446,0.21531100478468898,3.0131489680782684
"'shrimp', 'tomatoes', 'frozen vegetables'",0.003999466737768298,0.24000000000000002,3.5092397660818717
"'tomatoes', 'spaghetti', 'frozen vegetables'",0.006665777896280496,0.23923444976076558,3.4980460188216425
"'grated cheese', 'spaghetti', 'ground beef'",0.005332622317024397,0.3225806451612903,3.283144395325426
"'tomatoes', 'green tea', 'ground beef'",0.0030662578322890282,0.2072072072072072,3.0297490472929067
"'herb & pepper', 'ground beef', 'milk'",0.0035995200639914677,0.3913043478260869,3.9825968969382335
"'herb & pepper', 'ground beef', 'mineral water'",0.006665777896280496,0.39062500000000006,3.975682666214383
"'herb & pepper', 'ground beef', 'nan'",0.015997866951073192,0.3234501347708895,3.2919938411349285
"'spaghetti', 'herb & pepper', 'ground beef'",0.006399146780429276,0.3934426229508197,4.004359721511667
"'olive oil', 'ground beef', 'milk'",0.004932675643247567,0.22424242424242427,3.40494417862839
"'soup', 'ground beef', 'milk'",0.003999466737768298,0.4109589041095891,3.1714019956029094
"'tomato sauce', 'ground beef', 'nan'",0.005332622317024397,0.3773584905660377,3.840659481324083
"'pepper', 'spaghetti', 'ground beef'",0.003332888948140248,0.33783783783783783,3.4384282518610876
"'shrimp', 'spaghetti', 'ground beef'",0.005999200106652446,0.5232558139534884,3.005315360233627
"'spaghetti', 'ground beef', 'tomato sauce'",0.0030662578322890282,0.5750000000000001,3.3025076569678413
"'olive oil', 'light cream', 'nan'",0.003199573390214638,0.20512820512820515,3.1147098515519573
"'shrimp', 'olive oil', 'milk'",0.003199573390214638,0.3934426229508197,3.0362274843149164
"'soup', 'olive oil', 'milk'",0.0035995200639914677,0.2109375,4.174781497361478
"'spaghetti', 'olive oil', 'milk'",0.007199040127982935,0.20300751879699247,3.0825089038385434
"'tomatoes', 'soup', 'milk'",0.0030662578322890282,0.21904761904761905,4.335293378565146
"'spaghetti', 'whole wheat pasta', 'milk'",0.003999466737768298,0.4545454545454546,3.5077628133183696
"'soup', 'olive oil', 'mineral water'",0.005199306759098787,0.22543352601156072,3.4230301186492245
"'whole wheat pasta', 'olive oil', 'mineral water'",0.0038661511798426876,0.4027777777777778,6.115862573099416
"'whole wheat pasta', 'olive oil', 'nan'",0.007998933475536596,0.2714932126696833,4.122410097642296
"'shrimp', 'pasta', 'nan'",0.005065991201173177,0.3220338983050847,4.506672147735896
"'spaghetti', 'pancakes', 'olive oil'",0.005065991201173177,0.20105820105820105,3.0529100529100526
"'tomatoes', 'spaghetti', 'olive oil'",0.004399413411545127,0.6111111111111112,3.5099115194827295
"'tomatoes', 'spaghetti', 'whole wheat rice'",0.0030662578322890282,0.2169811320754717,3.1726617382029496
"'spaghetti', 'nan', 'avocado', 'milk'",0.003332888948140248,0.41666666666666663,3.215449245541838
"'nan', 'burgers', 'milk', 'cake'",0.0037328356219170776,0.27999999999999997,3.211437308868501
"'chocolate', 'turkey', 'burgers', 'nan'",0.0030662578322890282,0.27058823529411763,3.1034898363014927
"'nan', 'burgers', 'turkey', 'milk'",0.003199573390214638,0.2823529411764706,3.2384241770102533
"'tomatoes', 'nan', 'frozen vegetables', 'cake'",0.0030662578322890282,0.2987012987012987,4.367560314928736
"'spaghetti', 'cereals', 'ground beef', 'nan'",0.0030662578322890282,0.6764705882352942,3.8853031258445188
"'milk', 'nan', 'ground beef', 'chicken'",0.0038661511798426876,0.40845070422535207,3.152046020981858
"'olive oil', 'nan', 'milk', 'chicken'",0.0035995200639914677,0.24324324324324323,3.693456614509246
"'spaghetti', 'nan', 'olive oil', 'chicken'",0.0034662045060658577,0.20155038759689922,3.0603835169318647
"'chocolate', 'eggs', 'ground beef', 'mineral water'",0.003999466737768298,0.29702970297029707,3.023093354111531
"'chocolate', 'ground beef', 'frozen vegetables', 'mineral water'",0.003332888948140248,0.34246575342465757,3.4855300087358976
"'chocolate', 'spaghetti', 'ground beef', 'frozen vegetables'",0.0030662578322890282,0.5348837209302326,3.0721001460165964
"'chocolate', 'mineral water', 'frozen vegetables', 'milk'",0.003999466737768298,0.4109589041095891,3.1714019956029094
"'chocolate', 'spaghetti', 'frozen vegetables', 'milk'",0.0034662045060658577,0.44067796610169485,3.4007463207086555
"'chocolate', 'shrimp', 'frozen vegetables', 'mineral water'",0.003199573390214638,0.32876712328767127,4.600899611531385
"'chocolate', 'shrimp', 'frozen vegetables', 'nan'",0.005332622317024397,0.23255813953488375,3.2545123221103784
"'chocolate', 'herb & pepper', 'ground beef', 'nan'",0.003999466737768298,0.4411764705882354,4.4901827759597746
"'chocolate', 'nan', 'soup', 'milk'",0.003999466737768298,0.3947368421052632,3.0462150747238472
"'chocolate', 'spaghetti', 'olive oil', 'mineral water'",0.0038661511798426876,0.2436974789915966,3.700353825740822
"'chocolate', 'shrimp', 'spaghetti', 'mineral water'",0.0034662045060658577,0.21848739495798317,3.0576006522011783
"'spaghetti', 'cooking oil', 'ground beef', 'nan'",0.004799360085321957,0.5714285714285714,3.2819951870487856
"'eggs', 'mineral water', 'frozen vegetables', 'milk'",0.0037328356219170776,0.411764705882353,3.177620430888405
"'eggs', 'herb & pepper', 'ground beef', 'nan'",0.0041327822956939075,0.2066666666666667,4.178454627133872
"'eggs', 'spaghetti', 'red wine', 'nan'",0.0037328356219170776,0.5283018867924528,3.0342974370828397
"'nan', 'french fries', 'ground beef', 'herb & pepper'",0.003199573390214638,0.23076923076923078,4.665768194070081
"'spaghetti', 'frozen smoothie', 'mineral water', 'milk'",0.003199573390214638,0.4705882352941177,3.631566206729606
"'tomatoes', 'green tea', 'frozen vegetables', 'nan'",0.003332888948140248,0.2314814814814815,3.38468341635983
"'mineral water', 'ground beef', 'frozen vegetables', 'milk'",0.0037328356219170776,0.40579710144927533,3.1315679608755294
"'spaghetti', 'ground beef', 'frozen vegetables', 'milk'",0.0030662578322890282,0.5348837209302326,3.0721001460165964
"'spaghetti', 'ground beef', 'frozen vegetables', 'mineral water'",0.004399413411545127,0.3666666666666667,3.7318407960199007
"'spaghetti', 'ground beef', 'frozen vegetables', 'nan'",0.008665511265164644,0.31100478468899523,3.165328208890303
"'mineral water', 'olive oil', 'frozen vegetables', 'milk'",0.003332888948140248,0.30120481927710846,4.573557387444516
"'mineral water', 'soup', 'frozen vegetables', 'milk'",0.0030662578322890282,0.27710843373493976,5.484407286136631
"'mineral water', 'spaghetti', 'frozen vegetables', 'milk'",0.004532728969470737,0.28813559322033894,3.0228043143297376
"'nan', 'olive oil', 'frozen vegetables', 'milk'",0.004799360085321957,0.20338983050847456,3.088314005352364
"'nan', 'soup', 'frozen vegetables', 'milk'",0.003999466737768298,0.5,3.858539094650206
"'tomatoes', 'nan', 'frozen vegetables', 'milk'",0.0041327822956939075,0.29523809523809524,3.0973160173160172
"'shrimp', 'nan', 'frozen vegetables', 'mineral water'",0.007199040127982935,0.3068181818181818,3.218801652892562
"'shrimp', 'spaghetti', 'frozen vegetables', 'mineral water'",0.003332888948140248,0.2777777777777778,3.8873341625207294
"'tomatoes', 'spaghetti', 'frozen vegetables', 'mineral water'",0.0030662578322890282,0.2555555555555556,3.7366904916612524
"'spaghetti', 'olive oil', 'frozen vegetables', 'nan'",0.005732568990801226,0.20574162679425836,3.1240241752707125
"'shrimp', 'spaghetti', 'frozen vegetables', 'nan'",0.005999200106652446,0.21531100478468898,3.0131489680782684
"'shrimp', 'tomatoes', 'frozen vegetables', 'nan'",0.003999466737768298,0.24000000000000002,3.5092397660818717
"'tomatoes', 'spaghetti', 'frozen vegetables', 'nan'",0.006665777896280496,0.23923444976076558,3.4980460188216425
"'grated cheese', 'spaghetti', 'ground beef', 'nan'",0.005332622317024397,0.3225806451612903,3.283144395325426
"'tomatoes', 'green tea', 'ground beef', 'nan'",0.0030662578322890282,0.2072072072072072,3.0297490472929067
"'nan', 'herb & pepper', 'ground beef', 'milk'",0.0035995200639914677,0.3913043478260869,3.9825968969382335
"'nan', 'herb & pepper', 'ground beef', 'mineral water'",0.006665777896280496,0.39062500000000006,3.975682666214383
"'spaghetti', 'herb & pepper', 'ground beef', 'nan'",0.006399146780429276,0.3934426229508197,4.004359721511667
"'olive oil', 'nan', 'ground beef', 'milk'",0.004932675643247567,0.22424242424242427,3.40494417862839
"'soup', 'nan', 'ground beef', 'milk'",0.003999466737768298,0.4109589041095891,3.1714019956029094
"'spaghetti', 'olive oil', 'ground beef', 'mineral water'",0.0030662578322890282,0.2987012987012987,3.0401064335935435
"'tomatoes', 'spaghetti', 'ground beef', 'mineral water'",0.0030662578322890282,0.5609756097560976,3.221958689724723
"'pepper', 'spaghetti', 'ground beef', 'nan'",0.003332888948140248,0.33783783783783783,3.4384282518610876
"'shrimp', 'spaghetti', 'ground beef', 'nan'",0.005999200106652446,0.5232558139534884,3.005315360233627
"'spaghetti', 'ground beef', 'tomato sauce', 'nan'",0.0030662578322890282,0.5750000000000001,3.3025076569678413
"'spaghetti', 'olive oil', 'mineral water', 'milk'",0.003332888948140248,0.211864406779661,3.216993755575379
"'tomatoes', 'spaghetti', 'mineral water', 'milk'",0.003332888948140248,0.211864406779661,3.0978458387022165
"'shrimp', 'nan', 'olive oil', 'milk'",0.003199573390214638,0.39999999999999997,3.0868312757201646
"'soup', 'nan', 'olive oil', 'milk'",0.0035995200639914677,0.2109375,4.174781497361478
"'spaghetti', 'nan', 'olive oil', 'milk'",0.007199040127982935,0.20300751879699247,3.0825089038385434
"'tomatoes', 'nan', 'soup', 'milk'",0.0030662578322890282,0.21904761904761905,4.335293378565146
"'whole wheat pasta', 'spaghetti', 'nan', 'milk'",0.003999466737768298,0.4545454545454546,3.5077628133183696
"'soup', 'nan', 'olive oil', 'mineral water'",0.005199306759098787,0.22543352601156072,3.4230301186492245
"'whole wheat pasta', 'nan', 'olive oil', 'mineral water'",0.0038661511798426876,0.4027777777777778,6.115862573099416
"'spaghetti', 'pancakes', 'olive oil', 'nan'",0.005065991201173177,0.20105820105820105,3.0529100529100526
"'tomatoes', 'spaghetti', 'olive oil', 'nan'",0.004399413411545127,0.6111111111111112,3.5099115194827295
"'tomatoes', 'spaghetti', 'whole wheat rice', 'nan'",0.0030662578322890282,0.2169811320754717,3.1726617382029496
"'chocolate', 'mineral water', 'eggs', 'nan', 'ground beef'",0.003999466737768298,0.29702970297029707,3.023093354111531
"'chocolate', 'mineral water', 'frozen vegetables', 'nan', 'ground beef'",0.003332888948140248,0.34246575342465757,3.4855300087358976
"'chocolate', 'spaghetti', 'frozen vegetables', 'nan', 'ground beef'",0.0030662578322890282,0.5348837209302326,3.0721001460165964
"'chocolate', 'mineral water', 'frozen vegetables', 'nan', 'milk'",0.003999466737768298,0.4109589041095891,3.1714019956029094
"'chocolate', 'spaghetti', 'frozen vegetables', 'nan', 'milk'",0.0034662045060658577,0.44067796610169485,3.4007463207086555
"'chocolate', 'mineral water', 'shrimp', 'frozen vegetables', 'nan'",0.003199573390214638,0.32876712328767127,4.600899611531385
"'chocolate', 'spaghetti', 'mineral water', 'nan', 'olive oil'",0.0038661511798426876,0.2436974789915966,3.700353825740822
"'chocolate', 'spaghetti', 'mineral water', 'shrimp', 'nan'",0.0034662045060658577,0.21848739495798317,3.0576006522011783
"'mineral water', 'eggs', 'frozen vegetables', 'nan', 'milk'",0.0037328356219170776,0.411764705882353,3.177620430888405
"'spaghetti', 'frozen smoothie', 'mineral water', 'nan', 'milk'",0.003199573390214638,0.4705882352941177,3.631566206729606
"'mineral water', 'frozen vegetables', 'nan', 'ground beef', 'milk'",0.0037328356219170776,0.40579710144927533,3.1315679608755294
"'spaghetti', 'frozen vegetables', 'nan', 'ground beef', 'milk'",0.0030662578322890282,0.5348837209302326,3.0721001460165964
"'spaghetti', 'mineral water', 'frozen vegetables', 'nan', 'ground beef'",0.004399413411545127,0.3666666666666667,3.7318407960199007
"'mineral water', 'frozen vegetables', 'nan', 'olive oil', 'milk'",0.003332888948140248,0.30120481927710846,4.573557387444516
"'mineral water', 'soup', 'frozen vegetables', 'nan', 'milk'",0.0030662578322890282,0.27710843373493976,5.484407286136631
"'spaghetti', 'mineral water', 'frozen vegetables', 'nan', 'milk'",0.004532728969470737,0.28813559322033894,3.0228043143297376
"'spaghetti', 'mineral water', 'shrimp', 'frozen vegetables', 'nan'",0.003332888948140248,0.2777777777777778,3.8873341625207294
"'spaghetti', 'mineral water', 'frozen vegetables', 'nan', 'tomatoes'",0.0030662578322890282,0.2555555555555556,3.7366904916612524
"'spaghetti', 'mineral water', 'ground beef', 'nan', 'olive oil'",0.0030662578322890282,0.2987012987012987,3.0401064335935435
"'spaghetti', 'mineral water', 'nan', 'tomatoes', 'ground beef'",0.0030662578322890282,0.5609756097560976,3.221958689724723
"'spaghetti', 'mineral water', 'nan', 'olive oil', 'milk'",0.003332888948140248,0.211864406779661,3.216993755575379
"'spaghetti', 'mineral water', 'nan', 'tomatoes', 'milk'",0.003332888948140248,0.211864406779661,3.0978458387022165
